Title,Date
"Sobrevivendo a Escobar, Alias JJ: Temporada 1: Episódio 7","06/06/2020"
"Sobrevivendo a Escobar, Alias JJ: Temporada 1: Episódio 6","06/06/2020"
"Sobrevivendo a Escobar, Alias JJ: Temporada 1: Episódio 5","06/06/2020"
"Sobrevivendo a Escobar, Alias JJ: Temporada 1: Episódio 4","06/06/2020"
"Sobrevivendo a Escobar, Alias JJ: Temporada 1: Episódio 3","06/06/2020"
"Sobrevivendo a Escobar, Alias JJ: Temporada 1: Episódio 2","05/06/2020"
"Sobrevivendo a Escobar, Alias JJ: Temporada 1: Episódio 1","05/06/2020"
"Spartacus: Blood and Sand: A serpente vermelha","05/06/2020"
"O Rei Eterno: Temporada 1: Episódio 4","05/06/2020"
"Jogo de Titãs: Temporada 1: O Jogo de Titãs vem aí – Desafio 1","04/06/2020"
"O Grande Guerreiro Otomano:  : VideoEpisode","04/06/2020"
"Ghost Wars: Temporada 1: Portal da morte","04/06/2020"
"Next in Fashion: Temporada 1: Tapete vermelho","04/06/2020"
"Wolfblood: Família Lobo: Temporada 1: Lobo solitário","04/06/2020"
"Templários: Temporada 1: Encontre o Graal","04/06/2020"
"Salvation: Temporada 1: Piloto","04/06/2020"
"Heartland: Temporada 1: Voltando para casa","04/06/2020"
"Betaal: Temporada 1: O quartel","04/06/2020"
"A Rainha do Sul: Temporada 3: O mundo","04/06/2020"
"A Rainha do Sul: Temporada 3: Justiça","04/06/2020"
"A Rainha do Sul: Temporada 3: Dez de copas","04/06/2020"
"A Rainha do Sul: Temporada 3: A morte","04/06/2020"
"A Rainha do Sul: Temporada 3: O diabo","04/06/2020"
"A Rainha do Sul: Temporada 3: O carro","04/06/2020"
"A Rainha do Sul: Temporada 3: Rainha de espadas","03/06/2020"
"A Rainha do Sul: Temporada 3: Os apaixonados","03/06/2020"
"A Rainha do Sul: Temporada 3: O julgamento","03/06/2020"
"A Rainha do Sul: Temporada 3: A força","03/06/2020"
"A Rainha do Sul: Temporada 3: Rainha de ouros","03/06/2020"
"A Rainha do Sul: Temporada 3: Um velho amigo","03/06/2020"
"A Rainha do Sul: Temporada 3: A eremita","03/06/2020"
"A Rainha do Sul: Temporada 2: A última hora mata","03/06/2020"
"A Rainha do Sul: Temporada 2: Todas as horas ferem","03/06/2020"
"A Rainha do Sul: Temporada 2: A noite escura da alma","03/06/2020"
"A Rainha do Sul: Temporada 2: Que entrem os palhaços","03/06/2020"
"A Rainha do Sul: Temporada 2: Só o amor de mãe","02/06/2020"
"A Rainha do Sul: Temporada 2: Esvaziando o mar com canudinho","02/06/2020"
"A Rainha do Sul: Temporada 2: O preço da fé","02/06/2020"
"A Rainha do Sul: Temporada 2: O caminho da morte","02/06/2020"
"A Rainha do Sul: Temporada 2: O nascimento de Bolívia","02/06/2020"
"A Rainha do Sul: Temporada 2: O beijo de Judas","02/06/2020"
"A Rainha do Sul: Temporada 2: Pacto com o diabo","01/06/2020"
"A Rainha do Sul: Temporada 2: Deus e o diabo","01/06/2020"
"A Rainha do Sul: Temporada 2: O corpo de Cristo","01/06/2020"
"A Rainha do Sul: Temporada 1: Cicatriz","01/06/2020"
"A Rainha do Sul: Temporada 1: Quinhentos mil","01/06/2020"
"A Rainha do Sul: Temporada 1: Ponto sem volta","01/06/2020"
"A Rainha do Sul: Temporada 1: Essa coisa nossa","01/06/2020"
"A Rainha do Sul: Temporada 1: Pegue tudo o que puder levar","01/06/2020"
"A Rainha do Sul: Temporada 1: Dinheiro mágico","01/06/2020"
"A Rainha do Sul: Temporada 1: O homem-pássaro","31/05/2020"
"A Rainha do Sul: Temporada 1: O engano como regra","31/05/2020"
"A Rainha do Sul: Temporada 1: Uma alma. Um mapa. Ao futuro.","31/05/2020"
"A Rainha do Sul: Temporada 1: Lírio dos vales","30/05/2020"
"A Rainha do Sul: Temporada 1: Estratégia de entrada","30/05/2020"
"A Rainha do Sul: Temporada 1: Quarenta minutos","30/05/2020"
"A Rainha do Sul: Temporada 1: Piloto","30/05/2020"
"Space Force: Temporada 1: O lançamento","29/05/2020"
"Reign: Temporada 4: Com amigos assim...","29/05/2020"
"Black Sails: Temporada 1: I","29/05/2020"
"The Last Kingdom: Temporada 1: Episódio 1","29/05/2020"
"Betaal: Temporada 1: O túnel","29/05/2020"
"The 100: Temporada 6: O sangue de Sanctum","29/05/2020"
"The 100: Temporada 6: Protocolo de ajuste","29/05/2020"
"The 100: Temporada 6: Do pó ao pó","28/05/2020"
"The 100: Temporada 6: Boneca russa","28/05/2020"
"The 100: Temporada 6: O que você leva","28/05/2020"
"The 100: Temporada 6: O velho e a anomalia","28/05/2020"
"The 100: Temporada 6: Batalha mental","28/05/2020"
"The 100: Temporada 6: Memento","27/05/2020"
"The 100: Temporada 6: O evangelho de Josephine","27/05/2020"
"The 100: Temporada 6: Um rosto atrás do vidro","27/05/2020"
"The 100: Temporada 6: Os filhos de Gabriel","27/05/2020"
"The 100: Temporada 6: O nascer do sol vermelho","27/05/2020"
"The 100: Temporada 6: Sanctum","27/05/2020"
"Expresso do Amanhã: Temporada 1: Primeiro, o clima mudou","26/05/2020"
"Versailles: Temporada 3: O legado","26/05/2020"
"Versailles: Temporada 3: Hora para o amor e o ódio","26/05/2020"
"Versailles: Temporada 3: Sobre deuses e homens","26/05/2020"
"Versailles: Temporada 3: O livro das revelações","25/05/2020"
"Versailles: Temporada 3: A roda da fortuna","25/05/2020"
"Versailles: Temporada 3: Após a morte","25/05/2020"
"Versailles: Temporada 3: Crime e punição","25/05/2020"
"Versailles: Temporada 3: A verdade prevalecerá","25/05/2020"
"Versailles: Temporada 3: Questão de confiança","25/05/2020"
"Versailles: Temporada 3: Cortina de fumaça","24/05/2020"
"Versailles: Temporada 2: Episódio 10","24/05/2020"
"Versailles: Temporada 2: Episódio 9","24/05/2020"
"Versailles: Temporada 2: Episódio 8","24/05/2020"
"Versailles: Temporada 2: Episódio 7","24/05/2020"
"Versailles: Temporada 2: Episódio 6","23/05/2020"
"Versailles: Temporada 2: Episódio 5","22/05/2020"
"Versailles: Temporada 2: Episódio 4","22/05/2020"
"Versailles: Temporada 2: Episódio 3","21/05/2020"
"Versailles: Temporada 2: Episódio 2","20/05/2020"
"Versailles: Temporada 2: Episódio 1","20/05/2020"
"Versailles: Temporada 1: Episódio 10","18/05/2020"
"Versailles: Temporada 1: Episódio 9","17/05/2020"
"Versailles: Temporada 1: Episódio 8","16/05/2020"
"Versailles: Temporada 1: Episódio 7","16/05/2020"
"Versailles: Temporada 1: Episódio 6","16/05/2020"
"Versailles: Temporada 1: Episódio 5","16/05/2020"
"Alias Grace: Limited Série: Parte 1","15/05/2020"
"Versailles: Temporada 1: Episódio 4","15/05/2020"
"Versailles: Temporada 1: Episódio 3","14/05/2020"
"Versailles: Temporada 1: Episódio 2","14/05/2020"
"Versailles: Temporada 1: Episódio 1","14/05/2020"
"Outlander: Temporada 1: Inglesa","14/05/2020"
"Good Witch: Temporada 1: Desculpas e lembranças","13/05/2020"
"Outlander:  : VideoEpisode","13/05/2020"
"Outlander:  : VideoEpisode","13/05/2020"
"Outlander:  : VideoEpisode","13/05/2020"
"Outlander:  : VideoEpisode","13/05/2020"
"Outlander:  : VideoEpisode","13/05/2020"
"Outlander:  : VideoEpisode","13/05/2020"
"Outlander:  : VideoEpisode","12/05/2020"
"Outlander:  : VideoEpisode","12/05/2020"
"Outlander:  : VideoEpisode","12/05/2020"
"Outlander:  : VideoEpisode","12/05/2020"
"Outlander:  : VideoEpisode","12/05/2020"
"Outlander:  : VideoEpisode","12/05/2020"
"Outlander:  : VideoEpisode","12/05/2020"
"Chamas do Destino: Temporada 1: Episódio 8","11/05/2020"
"Chamas do Destino: Temporada 1: Episódio 7","11/05/2020"
"Chamas do Destino: Temporada 1: Episódio 6","10/05/2020"
"Chamas do Destino: Temporada 1: Episódio 5","10/05/2020"
"Chamas do Destino: Temporada 1: Episódio 4","09/05/2020"
"The Crown: Temporada 1: Wolferton Splash","09/05/2020"
"Chamas do Destino: Temporada 1: Episódio 3","09/05/2020"
"Chamas do Destino: Temporada 1: Episódio 2","09/05/2020"
"Chamas do Destino: Temporada 1: Episódio 1","09/05/2020"
"Good Witch: Temporada 1: Começando… de novo","09/05/2020"
"Outlander: Temporada 3: No olho do furacão","09/05/2020"
"Outlander: Temporada 3: A bakra","08/05/2020"
"Outlander: Temporada 3: Território desconhecido","08/05/2020"
"Outlander: Temporada 3: Entre o céu e a terra","08/05/2020"
"Outlander: Temporada 3: Vida em alto mar","08/05/2020"
"Outlander: Temporada 3: A primeira esposa","07/05/2020"
"Outlander: Temporada 3: Creme de menta","07/05/2020"
"Outlander: Temporada 3: A. Malcolm","07/05/2020"
"Outlander: Temporada 3: Sobre o que se foi","07/05/2020"
"Outlander: Temporada 3: Liberdade e uísque","07/05/2020"
"Outlander: Temporada 3: Dívidas pagas","07/05/2020"
"Outlander: Temporada 3: Renda-se","07/05/2020"
"Outlander: Temporada 3: A Batalha de Culloden","07/05/2020"
"Outlander: Temporada 2: Libélula no âmbar","07/05/2020"
"Outlander: Temporada 2: Tudo ou nada","07/05/2020"
"Outlander: Temporada 2: Minha é a vingança","06/05/2020"
"Outlander: Temporada 2: Prestonpans","06/05/2020"
"Outlander: Temporada 2: Je Suis Prest","06/05/2020"
"Outlander: Temporada 2: A toca da raposa","06/05/2020"
"Outlander: Temporada 2: Faith","05/05/2020"
"Outlander: Temporada 2: Os planos mais bem arquitetados","05/05/2020"
"Outlander: Temporada 2: Ressurreição fora de hora","04/05/2020"
"Outlander: Temporada 2: La Dame Blanche","04/05/2020"
"Outlander: Temporada 2: Ocupações úteis e trapaças","04/05/2020"
"Outlander: Temporada 2: Acho que não estamos mais na Escócia","04/05/2020"
"Outlander: Temporada 2: Através de um espelho","03/05/2020"
"Outlander: Temporada 1: Salvar a alma de um homem","03/05/2020"
"Outlander: Temporada 1: Prisão de Wentworth","03/05/2020"
"Outlander: Temporada 1: A busca","03/05/2020"
"Outlander: Temporada 1: A guarda","03/05/2020"
"Outlander: Temporada 1: Lallybroch","03/05/2020"
"Outlander: Temporada 1: Marca do diabo","03/05/2020"
"Outlander: Temporada 1: Meu dedão está coçando","03/05/2020"
"Outlander: Temporada 1: A conta","03/05/2020"
"Outlander: Temporada 1: Os dois lados","03/05/2020"
"Outlander: Temporada 1: Casamento","03/05/2020"
"Outlander: Temporada 1: Comandante da tropa","02/05/2020"
"Outlander: Temporada 1: Aluguel","02/05/2020"
"Outlander: Temporada 1: Encontro","02/05/2020"
"Outlander: Temporada 1: Saída","02/05/2020"
"Palácio Yanxi: As Aventuras da Princesa: Temporada 1: Episódio 3","02/05/2020"
"Os Indomáveis: Temporada 1: Episódio 6","02/05/2020"
"Outlander: Temporada 1: Castelo de Leoch","01/05/2020"
"O Rei Eterno: Temporada 1: Episódio 3","01/05/2020"
"Planeta Bizarro: Temporada 1: Do fundo do mar","01/05/2020"
"Planeta Bizarro: Temporada 1: Os seres mais estranhos","01/05/2020"
"Brincando com Fogo: Temporada 1: Resistir ou não?","01/05/2020"
"Brincando com Fogo: Temporada 1: Mulheres acima dos homens","01/05/2020"
"Brincando com Fogo: Temporada 1: Bryce não é o cara","01/05/2020"
"Brincando com Fogo: Temporada 1: Só para homens","30/04/2020"
"Brincando com Fogo: Temporada 1: Dois é bom, três é... Ménage","30/04/2020"
"Carta ao Rei: Temporada 1: Espiral","30/04/2020"
"Brincando com Fogo: Temporada 1: Vingança quente","30/04/2020"
"Carta ao Rei: Temporada 1: Quando a lua de sangue surgir","30/04/2020"
"Carta ao Rei: Temporada 1: Cavaleiros perigosos","30/04/2020"
"Carta ao Rei: Temporada 1: No fim do mundo","30/04/2020"
"Carta ao Rei: Temporada 1: Ela não é um doce?","30/04/2020"
"Code 8 - Renegados","30/04/2020"
"Carta ao Rei: Temporada 1: Quando a tempestade se armar","30/04/2020"
"Colony: Temporada 3: As coisas têm que melhorar","29/04/2020"
"Colony: Temporada 3: Bonzo","29/04/2020"
"Colony: Temporada 3: Heróis descartáveis","29/04/2020"
"Colony: Temporada 3: Seguros?","29/04/2020"
"Colony: Temporada 3: O grande vazio","29/04/2020"
"Colony: Temporada 3: Lázaro","29/04/2020"
"Colony: Temporada 3: Um lugar limpo e iluminado","28/04/2020"
"Colony: Temporada 3: Seattle","28/04/2020"
"Colony: Temporada 3: Fim da linha","28/04/2020"
"Colony: Temporada 3: Hospício","28/04/2020"
"Colony: Temporada 3: Sierra Maestra","28/04/2020"
"Colony: Temporada 3: Homem Quebra-cabeça","28/04/2020"
"Colony: Temporada 3: Matagal","28/04/2020"
"Colony: Temporada 2: Ronin","28/04/2020"
"Colony: Temporada 2: Haraquiri","28/04/2020"
"Colony: Temporada 2: Menino perdido","28/04/2020"
"Colony: Temporada 2: Jardim dos monstros","28/04/2020"
"Colony: Temporada 2: Tamam Shud","28/04/2020"
"Colony: Temporada 2: Boas intenções","28/04/2020"
"Colony: Temporada 2: Radicais livres","27/04/2020"
"Colony: Temporada 2: O que vem a seguir","27/04/2020"
"Colony: Temporada 2: Começar de novo","27/04/2020"
"Colony: Temporada 2: Panóptico","26/04/2020"
"Colony: Temporada 2: Sublimação","26/04/2020"
"Colony: Temporada 2: Em algum lugar lá fora","26/04/2020"
"Colony: Temporada 2: 13 de novembro","26/04/2020"
"Colony: Temporada 1: Portão","26/04/2020"
"Colony: Temporada 1: Dia Zero","26/04/2020"
"Colony: Temporada 1: Troca e dilema","26/04/2020"
"Colony: Temporada 1: Broussard","26/04/2020"
"Colony: Temporada 1: Yoknapatawpha","26/04/2020"
"Colony: Temporada 1: Geronimo","25/04/2020"
"Colony: Temporada 1: Ponto cego","25/04/2020"
"Colony: Temporada 1: 98 segundos","24/04/2020"
"Colony: Temporada 1: Admirável mundo novo","24/04/2020"
"Colony: Temporada 1: Piloto","23/04/2020"
"O Rei Eterno: Temporada 1: Episódio 2","23/04/2020"
"Brincando com Fogo: Temporada 1: Harry e Francesca – feitos um para o outro?","23/04/2020"
"Brincando com Fogo: Temporada 1: Amor, sexo ou dinheiro","23/04/2020"
"Outer Banks: Temporada 1: Phantom","23/04/2020"
"Outer Banks: Temporada 1: O campanário","23/04/2020"
"Outer Banks: Temporada 1: A pista de pouso","23/04/2020"
"Outer Banks: Temporada 1: Calmaria","23/04/2020"
"Outer Banks: Temporada 1: Parcela 9","23/04/2020"
"Outer Banks: Temporada 1: Festa de verão","22/04/2020"
"Outer Banks: Temporada 1: Espiões","22/04/2020"
"Outer Banks: Temporada 1: Piloto","22/04/2020"
"Outer Banks: Temporada 1: Zona proibida","22/04/2020"
"Outer Banks: Temporada 1: Bússola da sorte","22/04/2020"
"O Rei Eterno: Temporada 1: Episódio 1","21/04/2020"
"Legado nos Ossos","21/04/2020"
"The 100: Temporada 5: A batalha: Parte 2","21/04/2020"
"The 100: Temporada 5: A batalha: Parte 1","21/04/2020"
"The 100: Temporada 5: Ano sombrio","21/04/2020"
"The 100: Temporada 5: A vez dos guerreiros","21/04/2020"
"The 100: Temporada 5: Abaixo os tiranos","21/04/2020"
"The 100: Temporada 5: Como conquistar a paz","21/04/2020"
"The 100: Temporada 5: Perda aceitável","20/04/2020"
"The 100: Temporada 5: Feridas dolorosas","20/04/2020"
"The 100: Temporada 5: Tempos de mudança","20/04/2020"
"The 100: Temporada 5: A caixa de Pandora","20/04/2020"
"The 100: Temporada 5: Gigantes adormecidos","20/04/2020"
"The 100: Temporada 5: A Rainha Vermelha","20/04/2020"
"The 100: Temporada 5: Éden","20/04/2020"
"The 100: Temporada 4: Praimfaya","20/04/2020"
"The 100: Temporada 4: Os escolhidos","20/04/2020"
"The 100: Temporada 4: O outro lado","20/04/2020"
"The 100: Temporada 4: Todos morreremos","20/04/2020"
"The 100: Temporada 4: Não ressuscitar","20/04/2020"
"The 100: Temporada 4: Nível doze","20/04/2020"
"The 100: Temporada 4: Abrigo","20/04/2020"
"The 100: Temporada 4: Das cinzas, renasceremos","19/04/2020"
"The 100: Temporada 4: A isca","19/04/2020"
"The 100: Temporada 4: Mentira bem guardada","19/04/2020"
"The 100: Temporada 4: Os quatro cavaleiros","19/04/2020"
"The 100: Temporada 4: O peso da coroa","19/04/2020"
"The 100: Temporada 4: Ecos","19/04/2020"
"The 100: Temporada 3: Instanciação perversa - Parte 2","19/04/2020"
"The 100: Temporada 3: Instanciação perversa - Parte 1","19/04/2020"
"The 100: Temporada 3: Céu vermelho ao amanhecer","19/04/2020"
"The 100: Temporada 3: Participe ou morra","18/04/2020"
"The 100: Temporada 3: Demônios","18/04/2020"
"The 100: Temporada 3: Nunca mais","18/04/2020"
"The 100: Temporada 3: A queda","18/04/2020"
"The 100: Temporada 3: Roubando fogo","17/04/2020"
"The 100: Temporada 3: Termos e condições","17/04/2020"
"The 100: Temporada 3: Treze","17/04/2020"
"The 100: Temporada 3: Colheita amarga","17/04/2020"
"The 100: Temporada 3: Hakeldama","16/04/2020"
"The 100: Temporada 3: Tronos em risco","16/04/2020"
"The 100: Temporada 3: Vós que entrais","16/04/2020"
"The 100: Temporada 3: Wanheda - Parte 2","16/04/2020"
"The 100: Temporada 3: Wanheda - Parte 1","16/04/2020"
"The 100: Temporada 2: Tem que ter sangue - Parte 2","16/04/2020"
"The 100: Temporada 2: Tem que ter sangue - Parte 1","15/04/2020"
"The 100: Temporada 2: O guarda-costas de mentiras","15/04/2020"
"The 100: Temporada 2: Ressurreição","15/04/2020"
"The 100: Temporada 2: Rubicon","15/04/2020"
"The 100: Temporada 2: Golpe de misericórdia","15/04/2020"
"The 100: Temporada 2: Sobrevivência do mais apto","14/04/2020"
"The 100: Temporada 2: Lembre-se de mim","14/04/2020"
"The 100: Temporada 2: Astronauta","14/04/2020"
"The 100: Temporada 2: Por muito tempo no abismo","14/04/2020"
"The 100: Temporada 2: Névoa da guerra","14/04/2020"
"The 100: Temporada 2: Experimentos humanos","14/04/2020"
"The 100: Temporada 2: Muitos anos de vida","14/04/2020"
"The 100: Temporada 2: Repercussões","13/04/2020"
"The 100: Temporada 2: Clima inclemente","13/04/2020"
"The 100: Temporada 2: Os 48","13/04/2020"
"The 100: Temporada 1: Nós somos terra-firmes: Parte II","13/04/2020"
"The 100: Temporada 1: Nós somos terra-firmes: Parte I","13/04/2020"
"The 100: Temporada 1: A calma","13/04/2020"
"The 100: Temporada 1: Eu me tornei a morte","13/04/2020"
"The 100: Temporada 1: Dia da união","13/04/2020"
"The 100: Temporada 1: Viagem de um dia","12/04/2020"
"The 100: Temporada 1: Conteúdo sob pressão","12/04/2020"
"The 100: Temporada 1: O guardião de sua irmã","12/04/2020"
"The 100: Temporada 1: O último brilho do crepúsculo","12/04/2020"
"The 100: Temporada 1: Lei de Murphy","12/04/2020"
"The 100: Temporada 1: A Terra mata","12/04/2020"
"The 100: Temporada 1: Habilidades terrestres","12/04/2020"
"The 100: Temporada 1: Piloto","12/04/2020"
"Anne with an E: Temporada 3: Uma escuridão assustadora","11/04/2020"
"Era uma vez: Temporada 3: Uma fada comum","11/04/2020"
"Anne with an E: Temporada 3: De coração para coração","11/04/2020"
"Anne with an E: Temporada 3: Mudança boa e repentina","11/04/2020"
"Anne with an E: Temporada 3: Esforço pelo bem","11/04/2020"
"Anne with an E: Temporada 3: O que eu mais quero","11/04/2020"
"Anne with an E: Temporada 3: Sou destemida e empoderada","10/04/2020"
"Anne with an E: Temporada 3: Espero encontrá-la em outro mundo","10/04/2020"
"Anne with an E: Temporada 3: Um coração determinado","10/04/2020"
"Anne with an E: Temporada 3: Não entendo o que minha alma diz","10/04/2020"
"Anne with an E: Temporada 3: Um segredo que eu pedi","09/04/2020"
"Anne with an E: Temporada 2: Os atos que determinaram a vida dela","09/04/2020"
"Anne with an E: Temporada 2: Na luta contra as evidências","09/04/2020"
"Anne with an E: Temporada 2: Lembranças podem variar tanto quanto o humor","09/04/2020"
"Anne with an E: Temporada 2: Eu me recuso a qualquer conclusão definitiva","09/04/2020"
"Anne with an E: Temporada 2: A ansiedade dolorida da esperança em vão","08/04/2020"
"Anne with an E: Temporada 2: O que importa é o que está dentro","08/04/2020"
"Anne with an E: Temporada 2: Pequenos detalhes são mensuráveis, significados são infinitos","08/04/2020"
"Anne with an E: Temporada 2: Ser jovem é ter esperança","08/04/2020"
"Anne with an E: Temporada 1: Onde você estiver, será meu lar","08/04/2020"
"Anne with an E: Temporada 1: O remorso é o veneno da vida","08/04/2020"
"Anne with an E: Temporada 1: Um laço de amizade","08/04/2020"
"Anne with an E: Temporada 1: Um tesouro vindo da alma","08/04/2020"
"Anne with an E: Temporada 1: Obstinada como a juventude","08/04/2020"
"Anne with an E: Temporada 1: Sou livre e nada me prende","08/04/2020"
"Anne with an E: Temporada 1: Sua determinação dita seu destino","07/04/2020"
"Viagem 2 - A Ilha Misteriosa","07/04/2020"
"O Último Guardião: Temporada 1: Episódio 1","07/04/2020"
"Era uma vez: Temporada 3: Menina perdida","07/04/2020"
"Era uma vez: Temporada 3: O coração do verdadeiro crédulo","06/04/2020"
"Ragnarok: Temporada 1: Sim, amamos este país","06/04/2020"
"Ragnarok: Temporada 1: Novato","06/04/2020"
"A Vida e a História de Madam C.J. Walker: Limited Série: Crédito para a raça","06/04/2020"
"A Vida e a História de Madam C.J. Walker: Limited Série: A garota Walker","06/04/2020"
"A Vida e a História de Madam C.J. Walker: Limited Série: Cada um por si","06/04/2020"
"A Vida e a História de Madam C.J. Walker: Limited Série: A briga do século","05/04/2020"
"Ascensão: Império Otomano: Temporada 1: Do pó ao pó","05/04/2020"
"Ascensão: Império Otomano: Temporada 1: Profecias antigas","05/04/2020"
"Ascensão: Império Otomano: Temporada 1: Segredo revelado","05/04/2020"
"Ascensão: Império Otomano: Temporada 1: Entrando no Corno de Ouro","05/04/2020"
"Ascensão: Império Otomano: Temporada 1: Rompendo barreiras","05/04/2020"
"Ladrões da Floresta: Temporada 1: Episódio 1","05/04/2020"
"Freud: Temporada 1: Supressão","05/04/2020"
"Freud: Temporada 1: Catarse","04/04/2020"
"Freud: Temporada 1: Regressão","04/04/2020"
"Freud: Temporada 1: Desejo","04/04/2020"
"Freud: Temporada 1: Totem e tabu","04/04/2020"
"Freud: Temporada 1: Sonâmbulos","03/04/2020"
"Freud: Temporada 1: Trauma","03/04/2020"
"Freud: Temporada 1: Histeria","03/04/2020"
"A Noiva de Habaek: Temporada 1: Episódio 16","02/04/2020"
"A Noiva de Habaek: Temporada 1: Episódio 15","02/04/2020"
"A Noiva de Habaek: Temporada 1: Episódio 14","02/04/2020"
"A Noiva de Habaek: Temporada 1: Episódio 13","02/04/2020"
"A Noiva de Habaek: Temporada 1: Episódio 12","02/04/2020"
"A Noiva de Habaek: Temporada 1: Episódio 11","02/04/2020"
"A Noiva de Habaek: Temporada 1: Episódio 10","01/04/2020"
"A Noiva de Habaek: Temporada 1: Episódio 9","31/03/2020"
"A Noiva de Habaek: Temporada 1: Episódio 8","31/03/2020"
"A Noiva de Habaek: Temporada 1: Episódio 7","30/03/2020"
"Nada ao Redor: Temporada 1: O portão","30/03/2020"
"Nada ao Redor: Temporada 1: O ataque","30/03/2020"
"Nada ao Redor: Temporada 1: O motim","30/03/2020"
"Nada ao Redor: Temporada 1: A queda","30/03/2020"
"Nada ao Redor: Temporada 1: O código","29/03/2020"
"Nada ao Redor: Temporada 1: A volta","29/03/2020"
"Nada ao Redor: Temporada 1: As ruínas","29/03/2020"
"A Marca do Demônio","29/03/2020"
"A Noiva de Habaek: Temporada 1: Episódio 6","29/03/2020"
"A Noiva de Habaek: Temporada 1: Episódio 5","28/03/2020"
"A Noiva de Habaek: Temporada 1: Episódio 4","27/03/2020"
"A Noiva de Habaek: Temporada 1: Episódio 3","27/03/2020"
"A Noiva de Habaek: Temporada 1: Episódio 2","26/03/2020"
"A Noiva de Habaek: Temporada 1: Episódio 1","26/03/2020"
"Os Indomáveis: Temporada 1: Episódio 5","24/03/2020"
"Os Indomáveis: Temporada 1: Episódio 4","24/03/2020"
"Os Indomáveis: Temporada 1: Episódio 3","22/03/2020"
"Vampiros: Temporada 1: O Alfa e o Ômega","22/03/2020"
"Vampiros: Temporada 1: Tudo é possível nesse mundo","22/03/2020"
"Vampiros: Temporada 1: Um sangue, uma lei, uma mãe","21/03/2020"
"Vampiros: Temporada 1: A vida anterior já era","21/03/2020"
"Vampiros: Temporada 1: Sou um monstro","21/03/2020"
"Vampiros: Temporada 1: É uma aluna normal","21/03/2020"
"Os Indomáveis: Temporada 1: Episódio 2","21/03/2020"
"Toy Boy: Temporada 1: Anjos caídos","21/03/2020"
"Toy Boy: Temporada 1: Redenção","20/03/2020"
"Toy Boy: Temporada 1: Cachorro","20/03/2020"
"Toy Boy: Temporada 1: Fotos","19/03/2020"
"Toy Boy: Temporada 1: Amor de mãe","19/03/2020"
"Toy Boy: Temporada 1: Única testemunha","18/03/2020"
"Toy Boy: Temporada 1: Mascarados","18/03/2020"
"Toy Boy: Temporada 1: Fim do túnel","17/03/2020"
"Os Indomáveis: Temporada 1: Episódio 1","17/03/2020"
"Toy Boy: Temporada 1: O pulso do assassino","17/03/2020"
"Toy Boy: Temporada 1: Ponto de partida","16/03/2020"
"O Assassino de Valhalla: Temporada 1: Inédito","16/03/2020"
"Locke & Key: Temporada 1: Bem-vindos a Matheson","16/03/2020"
"Dark: Temporada 1: Mentiras","16/03/2020"
"Dark: Temporada 1: Segredos","16/03/2020"
"Toy Boy: Temporada 1: O julgamento final","15/03/2020"
"Toy Boy: Temporada 1: Dentre os mortos","15/03/2020"
"Toy Boy: Temporada 1: Piloto","15/03/2020"
"No Olho do Tornado","15/03/2020"
"Palácio Yanxi: As Aventuras da Princesa: Temporada 1: Episódio 2","15/03/2020"
"Kingdom: Temporada 2: Episódio 6","15/03/2020"
"Kingdom: Temporada 2: Episódio 5","14/03/2020"
"Kingdom: Temporada 2: Episódio 4","14/03/2020"
"Kingdom: Temporada 2: Episódio 3","14/03/2020"
"Kingdom: Temporada 2: Episódio 2","14/03/2020"
"Kingdom: Temporada 2: Episódio 1","13/03/2020"
"Kingdom: Temporada 1: Episódio 6","13/03/2020"
"Kingdom: Temporada 1: Episódio 5","13/03/2020"
"Kingdom: Temporada 1: Episódio 4","13/03/2020"
"Kingdom: Temporada 1: Episódio 3","13/03/2020"
"Kingdom: Temporada 1: Episódio 2","13/03/2020"
"Kingdom: Temporada 1: Episódio 1","13/03/2020"
"Palácio Yanxi: As Aventuras da Princesa: Temporada 1: Episódio 1","12/03/2020"
"O Abismo Mágico: Temporada 1: Episódio 1","12/03/2020"
"Era Uma Vez na Montanha: Temporada 1: Episódio 4","12/03/2020"
"O Exterminador do Futuro: Gênesis","05/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 16","05/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 15","05/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 14","05/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 13","05/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 12","04/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 11","04/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 10","04/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 9","03/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 8","03/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 7","02/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 6","02/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 5","02/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 4","02/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 3","01/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 2","01/03/2020"
"Honra Teu Nome: Temporada 1: Episódio 1","29/02/2020"
"Era Uma Vez na Montanha: Temporada 1: Episódio 3","29/02/2020"
